gene	precursor_features	peptide_backbones	runs_observed	control_runs	knockdown_runs
UTP15	10	9	10	5	5
UTP18	4	4	10	5	5
UTP20	10	10	10	5	5
UTP3	3	2	10	5	5
UTP4	5	5	10	5	5
UTP6	3	3	10	5	5
VAC14	5	5	10	5	5
VAMP2	3	3	10	5	5
VAMP4	1	1	10	5	5
VAMP7	1	1	9	5	4
VANGL1	1	1	8	5	3
VANGL2	11	7	10	5	5
VAPA	7	4	10	5	5
VAPB	6	4	10	5	5
VARS	34	24	10	5	5
VARS2	3	3	10	5	5
VASP	1	1	9	5	4
VAT1	13	8	10	5	5
VAT1L	13	11	10	5	5
VAV2	4	4	10	5	5
VBP1	11	8	10	5	5
VCL	20	18	10	5	5
VCP	73	44	10	5	5
VCPIP1	1	1	9	5	4
VDAC1	25	17	10	5	5
VDAC2	17	12	10	5	5
VDAC3	19	11	10	5	5
VEZF1	1	1	10	5	5
VEZT	6	4	9	5	4
VGF	20	14	10	5	5
VIM	24	18	10	5	5
VIPAS39	2	2	9	5	4
VIRMA	6	5	9	5	4
VKORC1L1	2	2	10	5	5
VMA21	3	2	9	5	4
VMP1	4	3	10	5	5
VPS11	8	8	10	5	5
VPS13A	3	3	10	5	5
VPS13C	5	5	9	5	4
VPS16	1	1	10	5	5
VPS18	8	7	9	5	4
VPS25	6	5	9	5	4
VPS26A	9	8	10	5	5
VPS26B	7	7	10	5	5
VPS28	3	3	9	5	4
VPS29	14	9	10	5	5
VPS33A	6	4	9	5	4
VPS33B	5	4	10	5	5
VPS35	30	22	10	5	5
VPS36	5	5	10	5	5
VPS37B	1	1	9	4	5
VPS39	4	4	10	5	5
VPS41	5	4	10	5	5
VPS45	7	7	10	5	5
VPS4A	1	1	10	5	5
VPS50	2	2	10	5	5
VPS51	4	4	10	5	5
VPS52	1	1	9	5	4
VPS53	4	4	10	5	5
VPS8	3	2	9	5	4
VRK1	3	3	10	5	5
VSNL1	5	5	9	5	4
VTA1	6	6	10	5	5
VTI1B	7	5	10	5	5
VTN	3	2	10	5	5
VWA5A	6	5	10	5	5
VWA8	1	1	9	5	4
WAPL	1	1	9	5	4
WARS	13	9	10	5	5
WARS2	4	4	10	5	5
WASF1	3	2	10	5	5
WASHC4	13	11	10	5	5
WASHC5	20	15	10	5	5
WBP2	2	2	10	5	5
WDFY1	6	5	10	5	5
WDR1	22	15	10	5	5
WDR11	6	5	9	5	4
WDR12	11	8	10	5	5
WDR13	5	4	10	5	5
WDR18	8	5	10	5	5
WDR25	2	1	9	5	4
WDR26	9	8	10	5	5
WDR3	3	3	10	5	5
WDR33	6	5	10	5	5
WDR36	7	7	10	5	5
WDR37	11	9	10	5	5
WDR41	1	1	9	5	4
WDR43	4	3	10	5	5
WDR44	3	3	10	5	5
WDR45B	1	1	9	5	4
WDR46	2	2	9	5	4
WDR47	5	4	10	5	5
WDR48	9	8	10	5	5
WDR5	9	7	10	5	5
WDR6	4	4	9	5	4
WDR61	12	9	10	5	5
WDR7	5	5	9	5	4
WDR74	2	2	9	5	4
WDR75	4	4	10	5	5
WDR77	5	4	10	5	5
WDR82	6	5	10	5	5
WDR91	1	1	10	5	5
WRAP53	2	2	10	5	5
WRB	3	3	10	5	5
WRNIP1	1	1	8	4	4
WTAP	1	1	8	3	5
WWOX	2	2	9	5	4
WWP2	1	1	8	4	4
XAB2	5	5	10	5	5
XKR7	1	1	8	5	3
XPC	1	1	9	5	4
XPNPEP1	18	14	10	5	5
XPO1	34	25	10	5	5
XPO4	1	1	9	5	4
XPO5	11	10	10	5	5
XPO6	3	3	9	5	4
XPO7	14	13	9	5	4
XPOT	8	6	10	5	5
XPR1	7	7	10	5	5
XRCC4	1	1	10	5	5
XRCC5	49	26	10	5	5
XRCC6	57	32	10	5	5
XRN2	12	11	10	5	5
XXYLT1	7	6	10	5	5
YARS	17	14	10	5	5
YARS2	10	8	10	5	5
YBEY	1	1	10	5	5
YBX1	7	5	10	5	5
YIF1A	2	2	9	5	4
YIF1B	2	2	9	5	4
YIPF1	1	1	9	5	4
YIPF3	2	2	10	5	5
YIPF6	1	1	9	5	4
YKT6	4	4	10	5	5
YLPM1	5	3	10	5	5
YME1L1	4	4	10	5	5
YPEL5	1	1	9	5	4
YTHDC1	5	4	10	5	5
YTHDF1	3	3	10	5	5
YTHDF3	11	6	10	5	5
YWHAB	22	12	10	5	5
YWHAE	28	15	10	5	5
YWHAG	16	9	10	5	5
YWHAH	21	12	10	5	5
YWHAQ	8	6	10	5	5
YWHAZ	16	10	10	5	5
YY1	6	5	10	5	5
ZADH2	1	1	9	5	4
ZBED5	1	1	9	5	4
ZBTB47	1	1	8	5	3
ZC2HC1A	3	3	10	5	5
ZC3H15	1	1	10	5	5
ZC3H4	1	1	8	3	5
ZC3H7B	1	1	9	5	4
ZCCHC3	9	6	10	5	5
ZCCHC6	1	1	9	5	4
ZCRB1	3	2	10	5	5
ZDHHC15	2	2	10	5	5
ZDHHC17	9	7	10	5	5
ZDHHC21	1	1	10	5	5
ZDHHC3	1	1	9	5	4
ZER1	1	1	9	5	4
ZFP37	1	1	9	5	4
ZFR	6	4	10	5	5
ZFYVE1	5	5	10	5	5
ZIC2	1	1	8	4	4
ZKSCAN1	3	2	10	5	5
ZMAT2	2	1	10	5	5
ZMPSTE24	14	10	10	5	5
ZMYM2	2	2	10	5	5
ZMYM3	2	2	10	5	5
ZMYND11	1	1	10	5	5
ZMYND8	4	4	10	5	5
ZNF207	3	2	10	5	5
ZNF22	4	2	10	5	5
ZNF257	1	1	10	5	5
ZNF292	2	2	9	5	4
ZNF326	2	2	10	5	5
ZNF423	3	3	9	5	4
ZNF445	1	1	8	3	5
ZNF512	5	4	10	5	5
ZNF512B	1	1	8	4	4
ZNF532	2	2	9	5	4
ZNF555	1	1	10	5	5
ZNF618	2	2	9	5	4
ZNF622	2	1	9	5	4
ZNF627	2	2	10	5	5
ZNF629	4	2	10	5	5
ZNF638	2	2	10	5	5
ZNF689	1	1	9	5	4
ZNF697	1	1	10	5	5
ZNF711	1	1	8	3	5
ZNF768	4	4	10	5	5
ZPR1	4	4	10	5	5
ZW10	1	1	10	5	5
ZYG11B	4	4	10	5	5
ZZEF1	3	3	10	5	5
